kode,nama,ranking,klaster,input,proses,output,outcome,total
133034,Sekolah Tinggi Ilmu Administrasi Pelita Nusantara,621,5,1.000,2.286,0.000,0.600,0.951
013118,STMIK Kaputama,622,5,0.618,2.354,0.321,0.529,0.951
063049,Sekolah Tinggi Elektronika & Komputer (STEKOM),623,5,1.179,1.952,0.166,0.616,0.950
023019,Sekolah Tinggi Ilmu Ekonomi Aprin,624,5,1.735,2.388,0.024,0.000,0.950
081019,Universitas Flores,625,5,1.236,2.252,0.341,0.179,0.949
103030,STMIK Nurdin Hamzah,626,5,1.215,2.707,0.078,0.032,0.949
093128,STISIP Muhammadiyah Sinjai,627,5,0.861,2.421,0.145,0.450,0.949
093123,Sekolah Tinggi Ilmu Pertanian Muhammadiyah Sinjai,628,5,1.076,2.133,0.181,0.515,0.948
053012,Sekolah Tinggi Ilmu Ekonomi SBI,629,5,0.701,2.380,0.094,0.630,0.948
041067,Universitas Nusa Putra,630,5,1.168,2.002,0.716,0.114,0.948
093166,STMIK AKBA,631,5,1.183,2.045,0.144,0.545,0.947
103044,Sekolah Tinggi Ilmu Ekonomi Sakti Alam Kerinci,632,5,0.572,2.385,0.215,0.605,0.946
023113,STIE Multi Data Palembang,633,5,1.248,2.230,0.363,0.161,0.946
091025,Universitas Muhammadiyah Luwuk Banggai,634,5,0.764,2.032,0.503,0.530,0.946
043137,STMIK Amik Bandung,635,5,1.230,2.483,0.279,0.030,0.946
071094,Universitas Nurul Jadid,636,5,1.175,2.157,0.287,0.329,0.945
013088,Sekolah Tinggi Ilmu Ekonomi Sultan Agung,637,5,1.422,2.320,0.321,0.000,0.945
043261,Sekolah Tinggi Ilmu Kesehatan YPIB,638,5,1.078,2.532,0.384,0.000,0.945
033014,STKIP Kusumanegara,639,5,1.375,1.583,0.467,0.523,0.944
101012,Universitas Putra Indonesia Yptk Padang,640,5,1.217,2.354,0.263,0.156,0.944
071085,Universitas Darussalam Gontor,641,5,1.480,2.178,0.253,0.134,0.944
041025,Universitas Nurtanio,642,5,1.447,2.210,0.044,0.292,0.940
101033,Universitas Ibnu Sina,643,5,1.218,2.400,0.066,0.264,0.939
093052,STMIK Dipanegara Makassar,644,5,1.285,2.558,0.131,0.032,0.939
043323,STKIP Muhammadiyah Kuningan,645,5,1.000,2.720,0.230,0.004,0.939
031050,Universitas Tama Jagakarsa,646,5,1.430,1.957,0.112,0.450,0.938
073139,Sekolah Tinggi Ilmu Kesehatan Husada Jombang,647,5,0.770,2.243,0.387,0.422,0.938
103008,Sekolah Tinggi Ilmu Ekonomi Haji Agus Salim,648,5,1.386,2.279,0.354,0.007,0.937
023013,STKIP PGRI Bandar Lampung,649,5,1.414,2.362,0.113,0.118,0.937
013190,Sekolah Tinggi Ilmu Kesehatan Mitra Husada Medan,650,5,1.040,2.000,0.604,0.259,0.937
093100,Sekolah Tinggi Ilmu Ekonomi Wira Bhakti,651,5,1.557,2.396,0.104,0.000,0.936
103080,Sekolah Tinggi Teknologi Payakumbuh,652,5,1.224,2.082,0.302,0.316,0.935
113072,STIKES Wiyata Husada Samarinda,653,5,1.000,1.599,0.486,0.713,0.935
061024,Universitas Surakarta,654,5,1.300,2.295,0.200,0.170,0.935
083012,STKIP Bima,655,5,1.150,1.972,0.093,0.628,0.935
021007,Universitas IBA,656,5,1.613,2.302,0.000,0.121,0.935
113005,Sekolah Tinggi Ilmu Ekonomi Nasional Banjarmasin,657,5,1.092,2.284,0.034,0.455,0.934
103141,STKIP Rokania,658,5,1.117,1.702,0.461,0.561,0.933
073018,Sekolah Tinggi Ilmu Ekonomi Jaya Negara Tamansiswa,659,5,1.310,2.589,0.000,0.072,0.931
043029,Sekolah Tinggi Hukum Garut,660,5,1.678,2.379,0.000,0.000,0.930
063079,STIKES Telogorejo Semarang,661,5,1.061,2.345,0.344,0.150,0.929
073138,STIKES Satria Bhakti Nganjuk,662,5,1.000,2.720,0.095,0.085,0.929
093044,STIKS Tamalanrea Makassar,663,5,2.177,1.600,0.280,0.077,0.928
093151,STIKES Kurnia Jaya Persada,664,5,1.200,2.414,0.119,0.183,0.928
073160,Sekolah Tinggi Ilmu Kesehatan William Booth,665,5,0.275,2.373,0.395,0.603,0.928
101003,Universitas Ekasakti,666,5,0.907,2.367,0.351,0.223,0.928
043249,Sekolah Tinggi Teknik Multimedia Cendikia Abditama,667,5,0.966,2.266,0.095,0.481,0.928
073151,STIKES Hafshawaty Pesantren Zainul Hasan,668,5,1.050,2.524,0.346,0.000,0.928
093003,STKIP Muhammadiyah Enrekang,669,5,1.060,1.679,0.457,0.605,0.928
001045,Universitas Papua,670,5,1.928,1.406,0.652,0.087,0.926
021009,Universitas Malahayati,671,5,1.114,2.396,0.304,0.094,0.926
091019,Universitas Cokroaminoto Makassar,672,5,1.439,2.030,0.175,0.289,0.926
032014,Institut Bisnis dan Multimedia Asmi Jakarta,673,5,1.248,1.900,0.070,0.612,0.926
113048,STMIK Banjarbaru,674,5,1.324,1.979,0.649,0.006,0.924
021003,Universitas Sang Bumi Ruwa Jurai,675,5,1.368,2.394,0.139,0.055,0.923
063018,Sekolah Tinggi Ilmu Ekonomi Swasta Mandiri,676,5,1.300,2.651,0.000,0.000,0.923
113087,Sekolah Tinggi Ilmu Kesehatan Borneo Lestari,677,5,1.080,2.348,0.256,0.183,0.922
043026,Sekolah Tinggi Ilmu Ekonomi STEMBI,678,5,1.729,2.304,0.000,0.000,0.922
023103,STMIK Palcomtech,679,5,1.000,2.326,0.200,0.300,0.921
073135,STIKES Patria Husada,680,5,0.324,2.677,0.027,0.600,0.921
063043,STMIK Widya Pratama,681,5,1.095,2.168,0.091,0.452,0.919
013095,Sekolah Tinggi Perikanan Sibolga,682,5,1.000,1.192,0.388,1.080,0.919
043319,Sekolah Tinggi Pariwisata Bogor,683,5,1.212,2.141,0.025,0.450,0.919
093005,Sekolah Tinggi Ilmu Administrasi Al Gazali Barru,684,5,1.036,2.314,0.056,0.397,0.919
023043,Sekolah Tinggi Ilmu Ekonomi Dwi Sakti Baturaja,685,5,0.763,2.256,0.087,0.600,0.918
081014,Universitas Nahdlatul Wathan Mataram,686,5,1.051,2.009,0.043,0.648,0.918
091053,Universitas Muslim Maros,687,5,1.472,1.665,0.313,0.428,0.917
103112,STKIP Adzkia,688,5,1.248,2.377,0.289,0.002,0.917
091026,Universitas Tompotika Luwuk Banggai,689,5,1.149,1.920,0.418,0.338,0.916
061050,Universitas Muhammadiyah Kudus,690,5,1.022,2.569,0.239,0.025,0.914
073063,Sekolah Tinggi Ilmu Ekonomi Kesumanegara,691,5,1.140,2.722,0.020,0.000,0.913
081015,Universitas Gunung Rinjani,692,5,1.177,2.058,0.197,0.380,0.913
023109,STMIK Pringsewu,693,5,1.084,1.413,0.452,0.766,0.913
081042,Universitas Katolik Indonesia Santu Paulus Ruteng,694,5,0.236,1.825,0.632,0.838,0.913
073152,Sekolah Tinggi Ilmu Kesehatan Kendedes,695,5,0.416,2.502,0.087,0.607,0.913
031024,Universitas Mpu Tantular,696,5,1.535,2.362,0.030,0.024,0.912
042006,Institut Teknologi Harapan Bangsa,697,5,1.380,2.316,0.142,0.073,0.912
032015,Institut Bisnis dan Informatika (IBI) Kosgoro 1957,698,5,1.205,2.106,0.356,0.185,0.912
061030,Universitas Sains Alqur an,699,5,1.336,2.300,0.271,0.005,0.912
053041,STIKES Yogyakarta,700,5,1.157,2.300,0.057,0.300,0.911
041018,Universitas Islam 45,701,5,1.283,2.258,0.319,0.031,0.910
021023,Universitas Dehasen Bengkulu,702,5,1.162,2.155,0.349,0.172,0.910
083010,STIE Bali Internasional Institute of Tourism Management,703,5,1.841,1.600,0.027,0.450,0.910
043071,STMIK Likmi,704,5,1.640,2.319,0.003,0.001,0.909
033152,Sekolah Tinggi Manajemen Asuransi Trisakti,705,5,1.200,2.548,0.124,0.000,0.908
011040,Universitas Quality,706,5,1.464,1.991,0.231,0.197,0.907
011046,Universitas Potensi Utama,707,5,1.052,2.107,0.576,0.087,0.907
043286,Sekolah Tinggi Ilmu Kesehatan Sukabumi,708,5,1.060,2.463,0.000,0.266,0.907
061033,Universitas Sahid Surakarta,709,5,1.092,2.269,0.233,0.207,0.906
063021,STMIK Bina Patria,710,5,1.085,2.027,0.139,0.492,0.906
141002,Universitas Sains Dan Teknologi Jayapura,711,5,1.313,1.969,0.499,0.087,0.906
093082,Sekolah Tinggi Ilmu Ekonomi Tri Dharma Nusantara,712,5,0.949,2.102,0.035,0.603,0.905
063074,STIKES Karya Husada Semarang,713,5,1.146,2.676,0.024,0.000,0.904
023100,Sekolah Tinggi Ilmu Ekonomi Gentiaras,714,5,1.224,2.496,0.135,0.000,0.903
031025,Universitas Satya Negara Indonesia,715,5,0.916,2.332,0.161,0.319,0.902
073051,STKIP PGRI Sumenep,716,5,1.114,2.065,0.382,0.225,0.902
073158,STIKES Insan Cendekia Husada Bojonegoro,717,5,1.000,1.467,0.339,0.834,0.902
023059,Sekolah Tinggi Ilmu Ekonomi Prabumulih,718,5,1.000,2.796,0.010,0.000,0.901
033190,Sekolah Tinggi Ilmu Kesehatan Pertamedika,719,5,1.070,2.591,0.133,0.020,0.901
103020,STKIP YPM Bangko,720,5,1.379,2.177,0.153,0.141,0.901
033205,Sekolah Tinggi Kepemerintahan dan Kebijakan Publik,721,5,2.170,1.516,0.270,0.067,0.901
021013,Universitas Sjakhyakirti,722,5,1.605,2.281,0.027,0.007,0.900
073033,STKIP PGRI Lumajang,723,5,1.383,2.321,0.151,0.017,0.900
063001,Sekolah Tinggi Ilmu Komunikasi,724,5,1.614,2.305,0.000,0.000,0.899
071031,Universitas Merdeka Pasuruan,725,5,1.181,1.924,0.183,0.450,0.898
113049,Sekolah Tinggi Teknologi Migas,726,5,0.885,2.429,0.192,0.218,0.898
061049,Universitas Ivet,727,5,1.478,2.170,0.228,0.007,0.897
073067,Sekolah Tinggi Ilmu Perikanan Malang,728,5,1.446,2.424,0.000,0.000,0.895
063071,STIKES Bhakti Mandala Husada Slawi,729,5,1.055,2.239,0.202,0.244,0.894
061028,Universitas Nahdlatul Ulama Surakarta,730,5,1.353,2.120,0.376,0.000,0.894
033080,STMIK Jayakarta,731,5,1.127,2.620,0.044,0.009,0.894
111010,Universitas Kristen Palangka Raya,732,5,1.524,1.922,0.328,0.088,0.894
073154,Sekolah Tinggi Ilmu Kesehatan Ngudia Husada Madura,733,5,1.209,2.154,0.238,0.179,0.893
063099,Sekolah Tinggi Ilmu Kesehatan Nasional,734,5,1.119,1.745,0.276,0.544,0.892
081021,Universitas Muhammadiyah Kupang,735,5,1.087,2.096,0.191,0.342,0.892
072022,Institut Ilmu Kesehatan STRADA Indonesia,736,5,0.976,1.150,0.519,0.930,0.892
043040,Sekolah Tinggi Teknologi Mandala,737,5,1.012,1.849,0.509,0.328,0.890
043277,STIKES Muhammadiyah Ciamis,738,5,1.000,2.408,0.222,0.104,0.889
113091,Sekolah Tinggi Ilmu Manajemen Shanti Bhuana,739,5,1.187,1.799,0.552,0.212,0.889
093078,Sekolah Tinggi Ilmu Ekonomi Petra,740,5,0.792,2.198,0.000,0.600,0.888
023004,Sekolah Tinggi Ilmu Administrasi Bengkulu,741,5,1.784,2.122,0.000,0.000,0.887
043165,Sekolah Tinggi Bahasa Asing Sebelas April Sumedang,742,5,1.429,2.303,0.098,0.000,0.886
071082,Universitas Nahdlatul Ulama Sidoarjo,743,5,1.080,2.242,0.318,0.098,0.886
113066,STMIK Palangka Raya,744,5,0.953,2.208,0.200,0.306,0.885
043330,Sekolah Tinggi Ilmu Kesehatan 'Aisyiyah Bandung,745,5,0.195,2.425,0.628,0.274,0.885
083056,Sekolah Tinggi Manajemen Informatika dan Komputer STIKOM Indonesia,746,5,1.049,1.293,0.258,0.954,0.884
071016,Universitas 45 Surabaya,747,5,1.397,1.760,0.284,0.311,0.883
113098,Sekolah Tinggi Ilmu Kesehatan Mutiara Mahakam Samarinda,748,5,0.688,1.187,0.563,1.022,0.882
021025,Universitas Musi Rawas,749,5,1.347,2.234,0.214,0.001,0.882
013131,STIPER Agrobisnis Perkebunan,750,5,1.114,2.408,0.173,0.046,0.882
043084,Sekolah Tinggi Ilmu Ekonomi PGRI Sukabumi,751,5,0.497,2.375,0.213,0.450,0.882
053015,Sekolah Tinggi Ilmu Ekonomi Ykp,752,5,1.080,2.313,0.133,0.177,0.881
043253,Sekolah Tinggi Teknologi Muhammadiyah Cileungsi,753,5,1.000,1.851,0.476,0.328,0.880
053044,Sekolah Tinggi Ilmu Kesehatan Madani Yogyakarta,754,5,1.001,2.169,0.189,0.301,0.880
041056,Universitas Surya,755,5,1.678,2.047,0.096,0.029,0.880
041055,Universitas Banten Jaya,756,5,1.051,2.138,0.536,0.003,0.880
023064,STMIK Dharma Wacana,757,5,1.000,1.200,0.425,0.906,0.878
071033,Universitas Mochammad Sroedji,758,5,1.400,2.391,0.000,0.000,0.878
071096,Universitas Muhammadiyah Lamongan,759,5,1.060,2.031,0.431,0.167,0.878
061047,Universitas Duta Bangsa Surakarta,760,5,1.043,1.911,0.040,0.603,0.877
021014,Universitas Tulang Bawang,761,5,1.065,2.244,0.053,0.300,0.877
013085,Sekolah Tinggi Ilmu Manajemen Sukma,762,5,1.091,2.149,0.261,0.188,0.877
033171,Sekolah Tinggi Ilmu Kesehatan Mitra Ria Husada,763,5,1.104,2.295,0.150,0.150,0.877
041005,Universitas Islam Syekh-Yusuf,764,5,1.347,2.203,0.227,0.000,0.877
012006,Institut Kesehatan Helvetia,765,5,1.072,2.203,0.081,0.304,0.877
093009,STKIP YPUP Makassar,766,5,1.370,2.171,0.208,0.026,0.876
053020,Sekolah Tinggi Pariwisata Ampta Yogyakarta,767,5,0.490,2.625,0.198,0.242,0.876
043225,STMIK Insan Pembangunan,768,5,1.000,2.350,0.297,0.048,0.876
083006,STKIP Agama Hindu Amlapura,769,5,1.310,2.039,0.017,0.332,0.875
073159,STIKES Hutama Abdi Husada Tulungagung,770,5,1.140,2.554,0.036,0.000,0.875
023005,STISIPOL Candradimuka,771,5,1.360,2.288,0.122,0.000,0.875
083072,Sekolah Tinggi Keguruan dan Ilmu Pendidikan Citra Bakti,772,5,1.106,1.929,0.144,0.450,0.874
073004,Sekolah Tinggi Ilmu Ekonomi Mahardhika,773,5,0.961,2.619,0.078,0.025,0.874
072003,IKIP Widya Darma,774,5,1.088,2.237,0.269,0.100,0.874
091048,Universitas Pejuang Republik Indonesia,775,5,1.612,1.990,0.214,0.001,0.874
103079,STMIK Dumai,776,5,1.117,1.750,0.417,0.361,0.873
101019,Universitas Putera Batam,777,5,1.173,2.197,0.304,0.040,0.872
053030,Sekolah Tinggi Ilmu Kesehatan Surya Global,778,5,1.033,2.151,0.142,0.300,0.870
093069,STMIK Handayani Makassar,779,5,1.409,1.718,0.471,0.136,0.870
053042,STIKES Guna Bangsa Yogyakarta,780,5,1.154,2.280,0.087,0.156,0.870
073010,Sekolah Tinggi Ilmu Komunikasi Aws,781,5,1.144,2.134,0.210,0.180,0.869
103068,Sekolah Tinggi Teknologi Dumai,782,5,1.057,2.138,0.211,0.233,0.868
103069,Sekolah Tinggi Ilmu Administrasi Setih Setio,783,5,0.616,2.358,0.249,0.311,0.868
043170,Sekolah Tinggi Ilmu Ekonomi Latifah Mubarokiyah,784,5,1.773,2.054,0.000,0.000,0.868
033201,STIKES Kharisma Persada,785,5,0.904,1.467,0.504,0.648,0.868
103081,Sekolah Tinggi Ilmu Farmasi Padang,786,5,0.797,2.276,0.293,0.220,0.868
073163,STIKES Yayasan RS. Dr. Soetomo,787,5,0.665,2.750,0.186,0.000,0.867
021030,Universitas Sumatera Selatan,788,5,1.241,2.063,0.410,0.000,0.867
072006,Institut Pertanian Malang,789,5,0.925,2.051,0.319,0.296,0.866
043298,STIKES Karsa Husada Garut,790,5,1.045,2.257,0.190,0.150,0.866
071075,Universitas PGRI Banyuwangi,791,5,0.997,1.748,0.431,0.402,0.865
073164,STIKES Buana Husada Ponorogo,792,5,0.278,2.177,0.017,0.867,0.864
043090,Sekolah Tinggi Ilmu Administrasi Sebelas April,793,5,1.584,2.046,0.141,0.000,0.864
103009,Sekolah Tinggi Ilmu Ekonomi KBP,794,5,1.206,2.365,0.119,0.000,0.862
091013,Universitas Sawerigading Makassar,795,5,1.454,2.082,0.203,0.000,0.862
083030,STMIK - STIKOM,796,5,0.044,1.756,0.370,1.070,0.861
043096,Sekolah Tinggi Ilmu Ekonomi Tri Bhakti,797,5,1.282,2.410,0.000,0.000,0.859
043094,Sekolah Tinggi Ilmu Ekonomi Cirebon,798,5,1.442,2.225,0.032,0.021,0.859
063040,STMIK Sinar Nusantara,799,5,1.344,2.090,0.264,0.002,0.858
091023,Universitas Andi Djemma Palopo,800,5,0.912,2.250,0.204,0.207,0.858
143016,Sekolah Tinggi Ilmu Hukum Umel Mandiri,801,5,1.764,2.012,0.000,0.007,0.858
071038,Universitas Panca Marga,802,5,1.276,2.215,0.185,0.008,0.858
041037,Universitas Al-ghifari,803,5,1.307,1.974,0.404,0.003,0.857
033150,St Ilmu Komputer Cipta Karya Informatika,804,5,1.090,2.511,0.035,0.004,0.856
103074,STISIP Nurdin Hamzah,805,5,1.329,2.298,0.052,0.000,0.853
051006,Universitas Cokroaminoto,806,5,1.245,2.243,0.140,0.027,0.853
103093,STIKES Hang Tuah Tanjung Pinang,807,5,1.117,2.433,0.077,0.000,0.851
063011,Sekolah Tinggi Ilmu Ekonomi Cendekia Karya Utama,808,5,1.152,2.478,0.000,0.000,0.850
051010,Universitas Kristen Immanuel,809,5,1.281,2.229,0.054,0.075,0.849
131002,Universitas Iskandar Muda,810,5,1.558,2.114,0.033,0.004,0.849
043193,Sekolah Tinggi Ilmu Ekonomi Insan Pembangunan,811,5,1.026,2.330,0.150,0.079,0.849
053006,STISIP Kartika Bangsa,812,5,1.471,2.216,0.000,0.000,0.848
143022,Sekolah Tinggi Ilmu Hukum Biak-Papua,813,5,1.933,1.800,0.046,0.000,0.848
103098,STIKES Yarsi Sumatera Barat,814,5,1.078,2.449,0.079,0.001,0.848
071046,Universitas Bojonegoro,815,5,1.185,2.161,0.158,0.104,0.848
113084,STIKES Eka Harap,816,5,1.000,2.146,0.106,0.280,0.847
093030,Sekolah Tinggi Ilmu Ekonomi Panca Bhakti Palu,817,5,1.077,2.152,0.129,0.203,0.847
113036,Sekolah Tinggi Ilmu Ekonomi Muara Teweh,818,5,1.165,1.732,0.003,0.600,0.847
033104,Sekolah Tinggi Teknik YPLN,819,5,0.000,2.356,0.302,0.607,0.847
103154,Sekolah Tinggi Ilmu Ekonomi Tuah Negeri,820,5,1.431,2.241,0.000,0.000,0.846
091035,Universitas Madako Tolitoli,821,5,1.030,2.280,0.101,0.150,0.846
043331,Sekolah Tinggi Teknologi Terpadu Nurul Fikri,822,5,1.207,2.073,0.302,0.031,0.845
093137,Sekolah Tinggi Perikanan Dan Kelautan Palu,823,5,1.127,1.873,0.223,0.315,0.844
043296,Sekolah Tinggi Ilmu Ekonomi Harapan Bangsa,824,5,1.265,2.359,0.000,0.000,0.843
033077,Sekolah Tinggi Manajemen Immi,825,5,1.508,1.529,0.087,0.452,0.841
093092,STITEK Bina Taruna,826,5,0.789,1.782,0.172,0.650,0.841
073056,Sekolah Tinggi Ilmu Ekonomi Koperasi Malang,827,5,0.964,1.866,0.008,0.600,0.841
101025,Universitas Universal,828,5,1.050,1.668,0.479,0.312,0.840
063007,Sekolah Tinggi Ilmu Ekonomi Widya Manggala,829,5,1.120,2.437,0.025,0.003,0.840
011025,Universitas Pembinaan Masyarakat Indonesia,830,5,1.524,2.095,0.047,0.000,0.840
073061,Sekolah Tinggi Ilmu Ekonomi Widya Gama,831,5,0.442,1.942,0.314,0.626,0.840
011017,Universitas Alwashliyah,832,5,1.212,2.016,0.345,0.023,0.840
031042,Universitas Bung Karno,833,5,0.211,2.491,0.148,0.459,0.839
081016,Universitas Samawa,834,5,1.279,2.068,0.227,0.028,0.838
083008,Sekolah Tinggi Ilmu Ekonomi Satya Dharma,835,5,1.232,2.340,0.025,0.000,0.838
113017,Sekolah Tinggi Ilmu Hukum Tambun Bungai,836,5,1.367,2.215,0.038,0.004,0.838
093152,STIKES Panakkukang,837,5,0.755,1.869,0.005,0.728,0.838
063070,Sekolah Tinggi Ilmu Kesehatan Duta Gama Klaten,838,5,1.000,2.550,0.000,0.000,0.838
043194,Sekolah Tinggi Ilmu Ekonomi Ppi,839,5,1.107,2.358,0.040,0.051,0.836
043205,Sekolah Tinggi Ilmu Kesehatan Immanuel Bandung,840,5,1.212,1.600,0.515,0.215,0.836
063073,Sekolah Tinggi Ilmu Komputer Yos Sudarso,841,5,1.125,2.175,0.263,0.002,0.835
073044,STKIP PGRI Ponorogo,842,5,0.693,1.518,0.546,0.600,0.835
111026,Universitas Mulia,843,5,1.000,2.172,0.359,0.005,0.834
113027,STIE Muhammadiyah Tanjung Redeb,844,5,0.941,2.387,0.000,0.161,0.833
093029,STISIP Panca Bhakti Palu,845,5,0.364,2.547,0.000,0.413,0.833
021029,Universitas Mitra Indonesia,846,5,1.119,2.404,0.032,0.001,0.833
103011,Sekolah Tinggi Ilmu Ekonomi Sumbar,847,5,1.140,2.394,0.024,0.000,0.833
103047,Sekolah Tinggi Ilmu Ekonomi Persada Bunda,848,5,1.055,2.296,0.010,0.150,0.832
083051,STKIP Taman Siswa Bima,849,5,1.027,2.102,0.042,0.303,0.832
043307,Sekolah Tinggi Ilmu Kesehatan Rajawali,850,5,1.002,2.326,0.038,0.133,0.831
103102,Sekolah Tinggi Teknologi Indonesia Tanjung Pinang,851,5,0.879,2.339,0.102,0.150,0.831
103063,STIPER Sawahlunto Sijunjung,852,5,1.000,1.725,0.067,0.609,0.831
043064,Sekolah Tinggi Ilmu Ekonomi La Tansa Mashiro,853,5,1.327,1.864,0.217,0.150,0.831
101017,Universitas Islam Indragiri,854,5,1.280,2.227,0.061,0.008,0.831
093090,Sekolah Tinggi Ilmu Hukum Pengayoman,855,5,1.902,1.801,0.000,0.000,0.831
063054,STMIK AKI Pati,856,5,0.984,1.790,0.019,0.600,0.829
111007,Universitas Widya Gama Mahakam Samarinda,857,5,0.657,2.309,0.292,0.155,0.828
103090,STMIK Dharmapala Riau,858,5,1.344,1.713,0.430,0.077,0.828
043056,Sekolah Tinggi Ilmu Ekonomi Pariwisata YAPARI,859,5,1.219,2.175,0.156,0.000,0.826
111004,Universitas Panca Bhakti,860,5,0.823,2.359,0.253,0.029,0.826
093048,Sekolah Tinggi Ilmu Ekonomi LPI Makassar,861,5,1.205,1.977,0.000,0.300,0.825
043036,STKIP PGRI Sukabumi,862,5,1.224,2.206,0.098,0.014,0.825
063022,Sekolah Tinggi Ilmu Ekonomi AMA,863,5,1.410,2.160,0.010,0.000,0.824
133035,STIKES Bumi Persada Lhokseumawe,864,5,1.000,1.600,0.080,0.680,0.824
133040,STKIP Muhammadiyah Aceh Barat Daya,865,5,1.000,2.105,0.024,0.300,0.822
103115,STIKES Awal Bros Batam,866,5,1.085,2.388,0.032,0.000,0.822
113063,STIKES Suaka Insan,867,5,1.000,2.485,0.000,0.000,0.821
111025,Universitas Sari Mulia,868,5,0.907,0.419,0.780,1.133,0.821
043313,STIKES Kharisma Karawang,869,5,1.000,2.417,0.010,0.046,0.821
041039,Universitas Pramita Indonesia,870,5,1.263,1.767,0.282,0.185,0.820
063042,STMIK AUB Surakarta,871,5,1.127,2.340,0.039,0.000,0.820
053046,Sekolah Tinggi Ilmu Kesehatan Akbidyo,872,5,0.597,2.057,0.328,0.348,0.820
023027,Sekolah Tinggi Ilmu Ekonomi Trisna Negara,873,5,1.351,2.168,0.026,0.003,0.820
053001,STIKIP Catur Sakti,874,5,1.229,2.296,0.000,0.000,0.820
011010,Universitas Amir Hamzah,875,5,1.627,1.781,0.155,0.032,0.819
032025,Institut Komunikasi Dan Bisnis LSPR,876,5,1.582,0.867,0.575,0.473,0.819
093149,STIKES Bhakti Pertiwi Luwu Raya,877,5,1.080,2.223,0.096,0.076,0.819
043231,Sekolah Tinggi Ilmu Kesehatan Banten,878,5,1.097,2.092,0.305,0.000,0.819
091030,Universitas Pembangunan Indonesia,879,5,1.106,2.226,0.144,0.016,0.818
033115,STIE Pengembangan Bisnis Dan Manajemen,880,5,1.741,1.878,0.000,0.000,0.818
013157,STMIK Triguna Dharma,881,5,0.037,2.261,0.159,0.683,0.817
041036,Universitas Kebangsaan,882,5,1.297,1.892,0.273,0.053,0.816
083002,Sekolah Tinggi Ilmu Manajemen Indonesia Handayani,883,5,1.485,1.859,0.175,0.035,0.816
023042,Sekolah Tinggi Ilmu Ekonomi Mulia Darma Pratama,884,5,1.000,2.102,0.000,0.300,0.816
091021,Universitas Lakidende Unaaha,885,5,1.142,1.924,0.236,0.157,0.815
013161,Sekolah Tinggi Ilmu Kesehatan RS Haji Medan,886,5,1.083,2.358,0.034,0.000,0.815
103006,Sekolah Tinggi Ilmu Hukum Lubuk Sikaping,887,5,0.641,2.271,0.327,0.124,0.815
013189,STIKES Murni Teguh,888,5,1.150,1.600,0.478,0.215,0.814
043273,Sekolah Tinggi Ilmu Ekonomi Gici,889,5,1.072,2.182,0.180,0.030,0.814
031064,Universitas Binawan,890,5,1.088,1.594,0.277,0.429,0.814
053027,Sekolah Tinggi Ilmu Kesehatan Wira Husada,891,5,1.079,2.367,0.024,0.000,0.814
083018,Sekolah Tinggi Ilmu Administrasi Mataram,892,5,1.000,2.229,0.161,0.051,0.813
052002,Institut Pertanian (Intan) Yogyakarta,893,5,1.857,1.700,0.064,0.000,0.812
023117,STIKES Citra Delima Bangka Belitung,894,5,1.000,1.966,0.094,0.323,0.812
111012,Universitas Trunajaya Bontang,895,5,1.000,2.447,0.000,0.000,0.812
042013,Institut Pendidikan Indonesia Garut,896,5,1.565,1.578,0.403,0.012,0.812
101020,Universitas Karimun,897,5,0.666,1.776,0.201,0.613,0.811
013090,Sekolah Tinggi Filsafat Theologi S Nusantara,898,5,2.056,1.600,0.000,0.000,0.811
111015,Universitas PGRI Palangka Raya,899,5,1.000,2.179,0.263,0.000,0.810
041060,Universitas Buddhi Dharma,900,5,1.151,2.089,0.223,0.006,0.810
093110,Sekolah Tinggi Ilmu Administrasi Puangrimaggalatung,901,5,0.911,1.804,0.388,0.264,0.809
103046,STISIP Persada Bunda,902,5,1.187,2.276,0.010,0.000,0.809
063004,Sekolah Tinggi Ilmu Ekonomi Surakarta,903,5,0.326,2.404,0.294,0.229,0.809
043149,Sekolah Tinggi Ilmu Ekonomi Pandu Madania,904,5,1.157,2.301,0.006,0.000,0.808
083047,STIKES Yarsi Mataram,905,5,1.041,2.274,0.022,0.085,0.808
071007,Universitas Sunan Giri Surabaya,906,5,1.401,2.085,0.024,0.000,0.807
043183,STISIP Bina Putera Banjar,907,5,1.000,2.288,0.139,0.002,0.807
033031,STMIK Indonesia Jakarta,908,5,1.097,2.300,0.027,0.019,0.807
042005,Institut Teknologi Sains Bandung,909,5,1.237,1.973,0.235,0.023,0.807
093186,STIKES Bakti Nusantara Gorontalo,910,5,1.080,2.102,0.010,0.207,0.806
093161,STIKES Marendeng Majene,911,5,1.000,1.683,0.020,0.600,0.806
093060,Sekolah Tinggi Ilmu Ekonomi Enam Enam Kendari,912,5,1.074,2.171,0.191,0.002,0.806
103142,STKIP Muhammadiyah Muara Bungo,913,5,1.078,1.816,0.328,0.179,0.805
043110,STISIP Tasikmalaya,914,5,2.027,1.599,0.000,0.000,0.805
033076,Sekolah Tinggi Ilmu Ekonomi Ganesha,915,5,1.415,1.969,0.008,0.091,0.805
001060,Universitas Timor,916,5,0.858,2.036,0.483,0.011,0.805
043257,Sekolah Tinggi Ilmu Bahasa Asing Invada,917,5,1.002,2.407,0.001,0.000,0.802
